idmeter,timestamp,vr,vs,vt,ir,is,it,wh,varh
MTR0001,2024-01-08 08:15:00,218.79,221.01,224.86,8.31,5.84,3.99,0.509,0.213
MTR0001,2024-01-08 08:30:00,220.71,220.48,222.13,8.63,5.98,3.95,0.53,0.304
MTR0001,2024-01-08 08:45:00,220.74,218.76,218.81,8.22,5.9,3.7,0.48,0.273
MTR0001,2024-01-08 09:00:00,224.24,224.4,219.76,9.15,6.24,3.98,0.576,0.313
MTR0001,2024-01-08 09:15:00,220.04,222.44,219.09,8.77,6.14,3.92,0.534,0.268
MTR0001,2024-01-08 09:30:00,222.6,221.55,221.37,9.19,6.38,3.91,0.552,0.257
MTR0001,2024-01-08 09:45:00,220.12,223.53,223.07,8.91,6.46,3.61,0.505,0.317
MTR0001,2024-01-08 10:00:00,220.48,220.19,223.5,9.4,6.46,4.19,0.607,0.239
MTR0001,2024-01-08 10:15:00,218.96,220.34,221.54,9.1,6.28,4.28,0.589,0.269
MTR0001,2024-01-08 10:30:00,219.29,221.1,223.62,9.38,6.53,4.17,0.609,0.206
MTR0001,2024-01-08 10:45:00,223.85,222.14,221.08,9.3,6.43,4.06,0.562,0.281
MTR0001,2024-01-08 11:00:00,222.17,221.32,219.69,9.49,6.72,4.25,0.584,0.254
MTR0001,2024-01-08 11:15:00,221.8,220.07,221.02,9.26,6.81,4.32,0.592,0.292
MTR0001,2024-01-08 11:30:00,219.01,222.62,220.11,9.31,6.65,4.13,0.575,0.314
MTR0001,2024-01-08 11:45:00,221.26,220.77,220.58,9.52,6.73,4.33,0.565,0.308
MTR0001,2024-01-08 12:00:00,220.7,221.64,221.22,9.74,6.57,4.34,0.602,0.27
MTR0001,2024-01-08 12:15:00,219.57,224.91,221.49,9.7,6.82,4.32,0.585,0.296
MTR0001,2024-01-08 12:30:00,220.02,222.53,223.59,9.57,6.96,4.05,0.58,0.319
MTR0001,2024-01-08 12:45:00,220.38,220.86,220.9,9.69,6.7,4.52,0.57,0.339
MTR0001,2024-01-08 13:00:00,220.85,221.71,220.85,9.67,6.53,4.11,0.624,0.289
MTR0001,2024-01-08 13:15:00,220.78,221.09,220.6,9.19,6.45,4.5,0.59,0.296
MTR0001,2024-01-08 13:30:00,220.03,222.62,223.59,9.75,6.67,3.87,0.566,0.305
MTR0001,2024-01-08 13:45:00,221.27,220.58,222.09,9.5,7.02,4.01,0.64,0.21
MTR0001,2024-01-08 14:00:00,223.89,219.44,220.73,9.24,6.62,4.31,0.595,0.318
MTR0001,2024-01-08 14:15:00,220.8,223.95,220.04,9.52,6.7,3.98,0.567,0.307
MTR0001,2024-01-08 14:30:00,222.12,219.45,222.0,9.14,6.5,4.2,0.595,0.237
MTR0001,2024-01-08 14:45:00,223.02,220.05,221.27,9.16,6.56,4.2,0.567,0.3
MTR0001,2024-01-08 15:00:00,218.87,223.81,222.24,8.87,6.13,3.84,0.556,0.254
MTR0001,2024-01-08 15:15:00,218.67,219.1,221.18,8.76,5.95,3.91,0.526,0.272
MTR0001,2024-01-08 15:30:00,218.78,221.18,222.26,8.99,6.02,3.94,0.532,0.241
MTR0001,2024-01-08 15:45:00,220.14,220.71,221.55,9.02,6.44,3.91,0.527,0.279
MTR0001,2024-01-08 16:00:00,218.54,220.09,219.73,8.6,5.88,3.78,0.516,0.285
MTR0001,2024-01-08 16:15:00,223.07,219.9,220.65,8.4,5.96,3.71,0.51,0.285
MTR0001,2024-01-08 16:30:00,220.86,221.13,221.69,8.1,5.71,3.85,0.508,0.27
MTR0001,2024-01-08 16:45:00,220.37,222.73,218.4,8.57,6.02,3.61,0.518,0.242
MTR0001,2024-01-08 17:00:00,221.4,223.58,221.66,7.78,5.75,3.62,0.512,0.221
MTR0001,2024-01-08 17:15:00,218.18,220.22,219.84,8.02,5.72,3.55,0.531,0.2
MTR0001,2024-01-08 17:30:00,222.7,222.34,219.67,8.13,5.84,3.66,0.51,0.276
MTR0001,2024-01-08 17:45:00,220.9,224.15,218.71,7.71,5.74,3.26,0.492,0.189
MTR0001,2024-01-08 18:00:00,220.83,220.4,222.37,7.42,5.43,3.46,0.454,0.275
MTR0001,2024-01-08 18:15:00,222.12,220.08,220.71,7.28,5.06,3.0,0.406,0.212
MTR0001,2024-01-08 18:30:00,220.92,221.05,219.13,7.23,5.26,3.36,0.45,0.178
MTR0001,2024-01-08 18:45:00,219.33,222.58,220.43,7.34,5.18,3.29,0.471,0.177
MTR0001,2024-01-08 19:00:00,221.83,223.7,221.05,6.98,4.77,3.24,0.394,0.153
MTR0001,2024-01-08 19:15:00,221.67,222.37,219.56,6.81,4.87,3.01,0.477,0.176
MTR0001,2024-01-08 19:30:00,221.04,223.33,220.59,6.63,4.83,2.75,0.396,0.234
MTR0001,2024-01-08 19:45:00,220.25,220.85,223.07,6.35,4.75,3.25,0.408,0.171
MTR0001,2024-01-08 20:00:00,220.48,219.83,223.7,6.15,4.14,2.98,0.376,0.204
MTR0001,2024-01-08 20:15:00,221.58,217.59,222.24,6.1,4.35,2.88,0.365,0.187
MTR0001,2024-01-08 20:30:00,219.62,221.91,222.52,6.39,4.24,3.11,0.411,0.158
MTR0001,2024-01-08 20:45:00,221.0,222.66,218.15,6.53,4.43,2.54,0.389,0.197
MTR0001,2024-01-08 21:00:00,219.82,218.53,222.06,6.01,4.01,2.64,0.348,0.166
MTR0001,2024-01-08 21:15:00,219.74,221.07,221.09,5.74,4.0,2.6,0.36,0.138
MTR0001,2024-01-08 21:30:00,219.15,224.29,220.22,5.69,3.95,2.85,0.359,0.207
MTR0001,2024-01-08 21:45:00,221.79,223.23,222.02,5.69,4.19,2.56,0.32,0.209
MTR0001,2024-01-08 22:00:00,220.63,222.05,222.75,5.35,3.98,2.01,0.31,0.164
MTR0001,2024-01-08 22:15:00,220.96,221.46,220.75,5.48,4.05,2.61,0.385,0.13
MTR0001,2024-01-08 22:30:00,220.85,220.25,220.52,5.36,3.8,2.46,0.307,0.165
MTR0001,2024-01-08 22:45:00,219.71,218.93,219.83,5.3,3.97,2.45,0.336,0.172
MTR0001,2024-01-08 23:00:00,222.3,223.29,219.81,5.1,3.87,2.3,0.3,0.159
MTR0001,2024-01-08 23:15:00,222.62,218.01,221.43,5.16,3.8,2.48,0.362,0.15
MTR0001,2024-01-08 23:30:00,217.86,222.29,223.07,5.21,3.95,2.45,0.324,0.144
MTR0001,2024-01-08 23:45:00,222.92,221.7,219.43,4.99,3.73,2.22,0.345,0.154
MTR0001,2024-01-09 00:00:00,221.02,220.58,222.42,3.75,2.72,1.68,0.251,0.115
MTR0001,2024-01-09 00:15:00,220.62,222.98,220.43,3.45,2.37,1.52,0.186,0.115
MTR0001,2024-01-09 00:30:00,220.04,221.33,222.84,3.56,2.56,1.69,0.245,0.11
MTR0001,2024-01-09 00:45:00,220.92,224.0,222.86,3.74,2.6,1.63,0.247,0.095
MTR0001,2024-01-09 01:00:00,217.61,222.22,224.7,3.72,2.85,1.54,0.239,0.085
MTR0001,2024-01-09 01:15:00,223.32,220.37,222.59,3.48,2.57,1.78,0.26,0.085
MTR0001,2024-01-09 01:30:00,220.89,221.2,222.53,3.61,2.75,1.47,0.197,0.096
MTR0001,2024-01-09 01:45:00,221.61,222.43,224.87,3.54,2.78,1.69,0.211,0.112
MTR0001,2024-01-09 02:00:00,217.27,224.11,220.2,3.66,2.46,1.74,0.189,0.121
MTR0001,2024-01-09 02:15:00,218.07,223.38,224.04,3.33,2.53,1.57,0.184,0.075
MTR0001,2024-01-09 02:30:00,220.8,220.78,224.49,3.95,2.47,1.72,0.228,0.121
MTR0001,2024-01-09 02:45:00,219.5,220.97,221.94,3.95,2.53,1.7,0.256,0.099
MTR0001,2024-01-09 03:00:00,219.93,221.21,220.55,3.59,2.88,1.51,0.223,0.121
MTR0001,2024-01-09 03:15:00,221.47,221.75,220.31,4.04,2.71,1.65,0.228,0.093
MTR0001,2024-01-09 03:30:00,220.85,219.01,221.53,3.93,2.62,1.59,0.261,0.089
MTR0001,2024-01-09 03:45:00,222.22,221.33,221.63,3.86,2.71,1.69,0.259,0.111
MTR0001,2024-01-09 04:00:00,220.01,219.62,222.11,3.77,2.4,1.57,0.202,0.112
MTR0001,2024-01-09 04:15:00,219.51,222.87,218.2,3.54,2.59,1.67,0.216,0.123
MTR0001,2024-01-09 04:30:00,218.59,224.31,220.55,3.66,2.75,2.16,0.241,0.133
MTR0001,2024-01-09 04:45:00,219.86,220.46,220.88,3.76,2.44,1.54,0.24,0.108
MTR0001,2024-01-09 05:00:00,221.43,220.9,220.95,3.72,2.43,1.58,0.224,0.111
MTR0001,2024-01-09 05:15:00,221.69,221.42,222.6,3.57,2.46,1.57,0.249,0.079
MTR0001,2024-01-09 05:30:00,219.17,225.44,224.13,3.67,2.64,1.54,0.227,0.095
MTR0001,2024-01-09 05:45:00,219.25,221.19,219.88,3.68,2.84,1.61,0.231,0.125
MTR0001,2024-01-09 06:00:00,222.12,222.32,223.67,7.28,5.14,3.07,0.491,0.171
MTR0001,2024-01-09 06:15:00,221.82,224.07,223.01,7.07,5.1,3.23,0.463,0.159
MTR0001,2024-01-09 06:30:00,218.8,223.36,219.3,7.25,5.05,3.01,0.463,0.189
MTR0001,2024-01-09 06:45:00,220.81,220.71,222.66,7.37,5.21,3.18,0.481,0.177
MTR0001,2024-01-09 07:00:00,221.09,222.41,220.63,7.91,5.59,3.65,0.464,0.296
MTR0001,2024-01-09 07:15:00,220.36,221.03,221.68,7.82,5.62,3.88,0.521,0.206
MTR0001,2024-01-09 07:30:00,223.14,218.67,219.53,8.12,5.56,3.42,0.491,0.244
MTR0001,2024-01-09 07:45:00,220.05,221.51,222.99,7.83,5.77,3.66,0.495,0.215
MTR0001,2024-01-09 08:00:00,221.95,220.81,221.49,8.51,6.1,3.49,0.493,0.3
MTR0001,2024-01-09 08:15:00,220.88,221.72,222.39,8.67,6.2,3.96,0.556,0.246
MTR0001,2024-01-09 08:30:00,222.11,222.7,221.04,8.51,5.97,3.63,0.519,0.258
MTR0001,2024-01-09 08:45:00,222.27,225.45,221.66,8.39,5.93,3.81,0.508,0.244
MTR0001,2024-01-09 09:00:00,218.75,220.8,222.25,8.76,6.54,4.15,0.527,0.322
MTR0001,2024-01-09 09:15:00,220.22,218.71,223.01,8.86,6.27,4.03,0.581,0.207
MTR0001,2024-01-09 09:30:00,222.0,220.77,221.52,8.9,6.11,3.79,0.556,0.248
MTR0001,2024-01-09 09:45:00,220.13,222.61,217.32,9.07,6.31,3.92,0.592,0.249
MTR0001,2024-01-09 10:00:00,219.73,221.78,221.85,9.12,6.49,4.09,0.523,0.286
MTR0001,2024-01-09 10:15:00,222.11,223.61,223.26,9.14,6.74,4.33,0.6,0.276
MTR0001,2024-01-09 10:30:00,221.31,223.47,220.33,9.16,6.5,3.8,0.523,0.297
MTR0001,2024-01-09 10:45:00,223.45,221.9,224.5,9.11,6.36,3.97,0.623,0.262
MTR0001,2024-01-09 11:00:00,219.48,219.49,221.17,9.46,6.72,4.17,0.566,0.316
MTR0001,2024-01-09 11:15:00,221.06,218.7,223.14,9.18,6.43,4.08,0.599,0.242
MTR0001,2024-01-09 11:30:00,223.43,221.05,220.24,9.58,6.64,4.09,0.61,0.199
MTR0001,2024-01-09 11:45:00,220.67,221.02,222.37,9.49,6.91,4.23,0.595,0.28
MTR0001,2024-01-09 12:00:00,221.69,221.75,220.91,9.63,6.66,4.16,0.624,0.222
MTR0001,2024-01-09 12:15:00,220.95,217.88,219.02,9.52,6.68,4.25,0.565,0.329
MTR0001,2024-01-09 12:30:00,221.68,217.62,223.55,9.44,6.86,4.36,0.596,0.249
MTR0001,2024-01-09 12:45:00,217.75,221.06,220.33,9.73,6.72,4.1,0.629,0.201
MTR0001,2024-01-09 13:00:00,219.69,221.43,224.35,9.46,6.87,4.22,0.602,0.304
MTR0001,2024-01-09 13:15:00,219.84,223.19,220.45,9.54,6.59,4.15,0.618,0.232
MTR0001,2024-01-09 13:30:00,220.86,222.63,218.4,9.8,6.66,3.91,0.632,0.267
MTR0001,2024-01-09 13:45:00,220.45,222.9,221.36,9.55,6.94,4.33,0.646,0.214
MTR0001,2024-01-09 14:00:00,218.18,221.84,221.92,9.48,6.36,4.29,0.548,0.29
MTR0001,2024-01-09 14:15:00,223.41,221.73,218.84,9.1,6.31,3.87,0.553,0.278
MTR0001,2024-01-09 14:30:00,220.78,219.92,221.41,9.25,6.58,4.22,0.601,0.255
MTR0001,2024-01-09 14:45:00,222.69,222.57,222.11,9.24,6.6,4.16,0.538,0.315
MTR0001,2024-01-09 15:00:00,221.83,220.93,220.22,8.81,6.41,3.87,0.552,0.257
MTR0001,2024-01-09 15:15:00,219.4,221.27,223.29,9.06,6.45,4.1,0.547,0.339
MTR0001,2024-01-09 15:30:00,220.68,222.57,220.62,9.28,6.6,3.97,0.606,0.235
MTR0001,2024-01-09 15:45:00,220.31,221.5,222.15,8.61,6.43,4.33,0.561,0.297
MTR0001,2024-01-09 16:00:00,222.95,220.54,219.92,8.44,5.97,3.88,0.537,0.224
MTR0001,2024-01-09 16:15:00,220.79,220.18,219.87,8.64,6.14,3.92,0.565,0.232
MTR0001,2024-01-09 16:30:00,216.37,220.64,220.56,8.31,6.0,3.7,0.519,0.272
MTR0001,2024-01-09 16:45:00,219.08,220.45,222.24,8.36,5.96,3.6,0.534,0.255
MTR0001,2024-01-09 17:00:00,219.22,220.14,220.82,7.81,5.64,3.23,0.515,0.208
MTR0001,2024-01-09 17:15:00,218.92,220.13,220.87,7.93,5.58,3.41,0.498,0.178
MTR0001,2024-01-09 17:30:00,221.51,222.66,223.27,7.98,5.4,3.45,0.523,0.246
MTR0001,2024-01-09 17:45:00,221.73,221.73,221.09,7.85,5.79,3.52,0.482,0.241
MTR0001,2024-01-09 18:00:00,222.08,220.24,220.82,7.2,5.08,3.08,0.468,0.181
MTR0001,2024-01-09 18:15:00,222.98,219.69,220.19,7.45,5.24,3.4,0.443,0.234
MTR0001,2024-01-09 18:30:00,222.39,220.77,223.06,7.46,5.46,3.2,0.471,0.231
MTR0001,2024-01-09 18:45:00,223.77,220.93,223.31,7.37,5.26,3.41,0.476,0.178
MTR0001,2024-01-09 19:00:00,220.43,222.07,221.03,6.83,4.86,3.14,0.421,0.21
MTR0001,2024-01-09 19:15:00,219.87,220.28,226.41,6.86,4.88,3.11,0.42,0.202
MTR0001,2024-01-09 19:30:00,220.64,221.32,220.34,7.03,4.74,3.12,0.417,0.24
MTR0001,2024-01-09 19:45:00,221.75,218.24,221.09,6.52,4.89,3.03,0.452,0.139
MTR0001,2024-01-09 20:00:00,220.77,221.23,220.86,6.25,4.25,2.93,0.371,0.179
MTR0001,2024-01-09 20:15:00,218.66,220.86,219.39,6.27,4.24,2.78,0.377,0.169
MTR0001,2024-01-09 20:30:00,219.64,221.51,219.23,6.34,4.68,3.2,0.47,0.158
MTR0001,2024-01-09 20:45:00,221.65,221.41,220.41,6.39,4.39,2.95,0.4,0.16
MTR0001,2024-01-09 21:00:00,219.2,223.13,219.92,5.63,3.96,2.69,0.316,0.209
MTR0001,2024-01-09 21:15:00,220.42,221.03,220.8,5.44,3.95,2.75,0.384,0.178
MTR0001,2024-01-09 21:30:00,220.32,221.05,220.87,5.88,4.24,2.53,0.395,0.156
MTR0001,2024-01-09 21:45:00,222.85,221.52,221.54,5.92,4.02,2.25,0.354,0.155
MTR0001,2024-01-09 22:00:00,219.96,221.13,220.99,5.35,4.03,2.49,0.356,0.118
MTR0001,2024-01-09 22:15:00,220.61,221.04,222.24,5.28,3.79,1.94,0.348,0.159
MTR0001,2024-01-09 22:30:00,221.93,221.75,220.5,5.1,3.88,2.3,0.32,0.166
MTR0001,2024-01-09 22:45:00,219.6,221.69,222.89,5.66,3.83,2.22,0.297,0.148
MTR0001,2024-01-09 23:00:00,222.28,219.22,221.76,5.29,3.68,2.2,0.331,0.125
MTR0001,2024-01-09 23:15:00,220.39,223.31,224.54,5.09,3.51,2.38,0.303,0.154
MTR0001,2024-01-09 23:30:00,219.7,221.13,222.41,5.21,3.81,2.52,0.376,0.149
MTR0001,2024-01-09 23:45:00,222.58,222.06,221.81,5.15,3.35,2.42,0.327,0.165
MTR0001,2024-01-10 00:00:00,222.77,221.58,220.2,3.64,2.37,1.47,0.206,0.088
MTR0001,2024-01-10 00:15:00,219.09,221.83,220.73,3.75,2.34,1.47,0.202,0.089
MTR0001,2024-01-10 00:30:00,219.84,223.83,220.4,3.47,2.28,1.63,0.201,0.114
MTR0001,2024-01-10 00:45:00,219.88,222.36,221.69,3.62,2.7,1.72,0.244,0.108
MTR0001,2024-01-10 01:00:00,219.24,222.83,222.09,3.7,2.47,1.73,0.222,0.11
MTR0001,2024-01-10 01:15:00,219.79,223.75,222.93,3.42,2.44,1.58,0.225,0.09
MTR0001,2024-01-10 01:30:00,219.45,220.64,220.94,3.67,2.64,1.08,0.201,0.106
MTR0001,2024-01-10 01:45:00,222.45,222.6,225.16,3.8,2.5,1.5,0.202,0.122
MTR0001,2024-01-10 02:00:00,224.88,222.87,223.15,3.75,2.36,1.69,0.235,0.117
MTR0001,2024-01-10 02:15:00,220.45,223.81,220.19,3.91,2.55,1.47,0.189,0.107
MTR0001,2024-01-10 02:30:00,220.14,221.61,222.92,3.59,2.32,1.94,0.203,0.112
MTR0001,2024-01-10 02:45:00,217.72,219.83,221.14,3.85,2.37,1.68,0.259,0.096
MTR0001,2024-01-10 03:00:00,219.79,222.59,222.84,3.77,2.45,1.56,0.171,0.128
MTR0001,2024-01-10 03:15:00,218.8,221.95,220.87,3.77,2.58,1.4,0.208,0.103
MTR0001,2024-01-10 03:30:00,221.6,220.39,221.18,3.91,2.75,1.77,0.221,0.133
MTR0001,2024-01-10 03:45:00,220.5,224.08,222.56,3.8,2.84,1.77,0.251,0.134
MTR0001,2024-01-10 04:00:00,221.47,222.88,222.84,3.51,2.5,1.78,0.21,0.133
MTR0001,2024-01-10 04:15:00,220.77,220.13,220.41,3.78,2.46,1.51,0.241,0.071
MTR0001,2024-01-10 04:30:00,220.43,222.1,223.45,3.78,2.49,1.81,0.252,0.127
MTR0001,2024-01-10 04:45:00,224.1,218.51,219.18,3.87,2.84,1.51,0.278,0.088
MTR0001,2024-01-10 05:00:00,220.19,221.6,221.68,3.42,3.01,1.71,0.224,0.096
MTR0001,2024-01-10 05:15:00,220.28,221.18,222.46,3.96,2.7,1.76,0.246,0.112
MTR0001,2024-01-10 05:30:00,222.02,220.51,221.58,3.69,2.46,1.98,0.256,0.113
MTR0001,2024-01-10 05:45:00,222.01,223.3,221.46,3.46,2.58,1.85,0.243,0.114
MTR0001,2024-01-10 06:00:00,222.14,221.29,221.06,7.42,5.32,3.36,0.469,0.183
MTR0001,2024-01-10 06:15:00,222.46,221.16,223.31,7.09,5.53,3.28,0.485,0.16
MTR0001,2024-01-10 06:30:00,220.71,223.29,221.67,7.23,5.06,3.2,0.479,0.176
MTR0001,2024-01-10 06:45:00,221.71,223.04,220.68,7.22,4.94,3.29,0.415,0.244
MTR0001,2024-01-10 07:00:00,220.56,220.77,222.14,8.18,5.85,3.24,0.503,0.257
MTR0001,2024-01-10 07:15:00,220.02,222.35,223.07,7.77,5.75,3.66,0.492,0.287
MTR0001,2024-01-10 07:30:00,220.71,221.27,221.79,7.75,5.57,3.64,0.486,0.204
MTR0001,2024-01-10 07:45:00,218.28,220.85,221.92,8.07,5.7,3.87,0.469,0.285
MTR0001,2024-01-10 08:00:00,223.8,221.14,222.04,8.53,5.83,3.63,0.512,0.262
MTR0001,2024-01-10 08:15:00,221.68,217.34,219.96,8.69,5.88,3.68,0.529,0.274
MTR0001,2024-01-10 08:30:00,219.07,222.69,223.79,8.74,6.41,3.63,0.575,0.266
MTR0001,2024-01-10 08:45:00,221.25,220.9,221.37,8.35,5.97,3.56,0.535,0.208
MTR0001,2024-01-10 09:00:00,222.56,219.12,222.38,8.87,6.33,4.12,0.541,0.297
MTR0001,2024-01-10 09:15:00,220.3,218.59,221.22,8.93,6.28,4.05,0.504,0.294
MTR0001,2024-01-10 09:30:00,221.38,219.84,223.17,8.9,6.32,3.92,0.576,0.232
MTR0001,2024-01-10 09:45:00,221.26,221.84,221.56,8.6,6.25,3.93,0.512,0.292
MTR0001,2024-01-10 10:00:00,222.77,223.36,219.62,9.45,6.5,4.21,0.578,0.271
MTR0001,2024-01-10 10:15:00,223.1,222.11,219.5,9.35,6.69,4.11,0.53,0.305
MTR0001,2024-01-10 10:30:00,223.04,221.17,218.54,9.3,6.33,4.19,0.573,0.323
MTR0001,2024-01-10 10:45:00,220.84,224.08,222.26,9.43,6.42,4.02,0.598,0.296
MTR0001,2024-01-10 11:00:00,220.74,224.84,221.64,9.42,6.61,4.46,0.595,0.245
MTR0001,2024-01-10 11:15:00,220.2,220.01,221.94,9.53,6.91,3.95,0.586,0.249
MTR0001,2024-01-10 11:30:00,220.92,222.08,220.02,9.59,6.72,3.96,0.56,0.301
MTR0001,2024-01-10 11:45:00,219.43,221.57,220.3,9.51,6.78,4.17,0.624,0.252
MTR0001,2024-01-10 12:00:00,223.26,222.96,220.44,9.89,6.81,4.13,0.596,0.282
MTR0001,2024-01-10 12:15:00,222.0,221.51,223.97,9.35,6.86,4.35,0.589,0.29
MTR0001,2024-01-10 12:30:00,220.37,222.25,221.33,9.55,6.7,4.45,0.584,0.322
MTR0001,2024-01-10 12:45:00,221.1,223.45,220.72,9.91,6.87,4.22,0.544,0.335
MTR0001,2024-01-10 13:00:00,216.09,221.39,219.79,9.49,6.46,4.23,0.593,0.311
MTR0001,2024-01-10 13:15:00,222.17,223.34,217.99,9.39,6.93,4.02,0.58,0.283
MTR0001,2024-01-10 13:30:00,218.64,223.02,222.93,9.6,6.61,4.11,0.576,0.276
MTR0001,2024-01-10 13:45:00,219.44,220.89,222.42,9.39,6.74,4.23,0.577,0.3
MTR0001,2024-01-10 14:00:00,220.96,221.83,219.25,9.41,6.42,4.13,0.62,0.254
MTR0001,2024-01-10 14:15:00,219.9,222.45,221.64,9.0,6.68,4.06,0.573,0.285
MTR0001,2024-01-10 14:30:00,219.75,223.31,220.71,9.38,6.33,4.15,0.546,0.275
MTR0001,2024-01-10 14:45:00,221.79,221.38,221.55,9.23,6.71,4.12,0.574,0.335
MTR0001,2024-01-10 15:00:00,221.45,221.85,217.91,8.81,6.23,3.68,0.536,0.273
MTR0001,2024-01-10 15:15:00,224.28,221.04,220.83,9.07,6.01,3.74,0.518,0.277
MTR0001,2024-01-10 15:30:00,219.28,222.11,221.15,8.91,6.47,3.79,0.541,0.268
MTR0001,2024-01-10 15:45:00,220.5,221.86,222.2,8.95,6.34,3.94,0.547,0.3
MTR0001,2024-01-10 16:00:00,218.5,221.42,220.14,8.54,5.74,3.81,0.533,0.18
MTR0001,2024-01-10 16:15:00,220.72,219.23,222.08,8.55,5.86,3.78,0.542,0.225
MTR0001,2024-01-10 16:30:00,220.04,219.32,222.89,8.39,6.01,3.61,0.507,0.29
MTR0001,2024-01-10 16:45:00,220.04,217.41,221.56,8.57,6.38,3.7,0.528,0.233
MTR0001,2024-01-10 17:00:00,219.98,223.5,221.89,7.8,5.53,3.69,0.464,0.232
MTR0001,2024-01-10 17:15:00,220.81,222.98,221.65,7.92,5.4,3.52,0.497,0.237
MTR0001,2024-01-10 17:30:00,221.82,223.02,222.41,7.86,5.59,3.54,0.513,0.278
MTR0001,2024-01-10 17:45:00,219.84,221.7,221.55,8.17,5.61,3.86,0.495,0.242
MTR0001,2024-01-10 18:00:00,220.2,220.93,222.42,7.12,5.04,3.32,0.446,0.186
MTR0001,2024-01-10 18:15:00,221.25,221.38,222.31,7.48,5.18,3.15,0.454,0.208
MTR0001,2024-01-10 18:30:00,218.32,223.05,222.32,7.42,5.34,3.2,0.433,0.261
MTR0001,2024-01-10 18:45:00,221.14,220.59,222.84,7.34,4.99,3.14,0.404,0.213
MTR0001,2024-01-10 19:00:00,222.38,222.78,222.87,6.63,5.04,2.87,0.387,0.205
MTR0001,2024-01-10 19:15:00,220.57,221.54,222.57,7.29,4.86,3.02,0.448,0.159
MTR0001,2024-01-10 19:30:00,217.98,220.06,221.67,6.99,4.96,3.05,0.451,0.171
MTR0001,2024-01-10 19:45:00,218.17,220.77,221.47,6.68,4.6,2.9,0.4,0.181
MTR0001,2024-01-10 20:00:00,218.59,223.19,220.7,6.19,4.25,2.84,0.349,0.186
MTR0001,2024-01-10 20:15:00,222.34,220.65,219.22,5.92,4.7,2.8,0.378,0.2
MTR0001,2024-01-10 20:30:00,219.85,218.74,221.37,6.58,4.54,3.11,0.424,0.182
MTR0001,2024-01-10 20:45:00,221.97,222.16,218.59,6.02,4.49,3.0,0.386,0.226
MTR0001,2024-01-10 21:00:00,218.66,224.47,220.54,5.75,3.96,2.98,0.378,0.21
MTR0001,2024-01-10 21:15:00,221.23,221.88,222.33,5.77,4.04,2.69,0.306,0.193
MTR0001,2024-01-10 21:30:00,223.51,224.06,221.6,6.04,4.07,2.54,0.364,0.214
MTR0001,2024-01-10 21:45:00,221.92,221.43,224.14,5.97,4.03,2.7,0.364,0.189
MTR0001,2024-01-10 22:00:00,220.93,221.58,225.38,5.24,3.55,2.47,0.312,0.187
MTR0001,2024-01-10 22:15:00,221.36,220.86,219.6,5.7,3.94,2.36,0.395,0.155
MTR0001,2024-01-10 22:30:00,220.71,220.26,220.65,5.35,3.95,2.46,0.345,0.165
MTR0001,2024-01-10 22:45:00,221.36,222.44,221.66,5.6,3.76,2.48,0.341,0.165
MTR0001,2024-01-10 23:00:00,220.52,221.29,219.45,5.08,3.81,2.36,0.359,0.118
MTR0001,2024-01-10 23:15:00,218.61,221.79,225.48,5.4,3.57,2.43,0.332,0.168
MTR0001,2024-01-10 23:30:00,223.16,221.08,220.24,5.35,3.83,2.35,0.34,0.164
MTR0001,2024-01-10 23:45:00,221.29,222.07,218.55,5.39,3.68,2.43,0.372,0.148
MTR0001,2024-01-11 00:00:00,219.86,221.54,221.28,3.83,2.44,1.67,0.232,0.128
MTR0001,2024-01-11 00:15:00,219.84,220.67,222.17,3.72,2.42,1.7,0.232,0.119
MTR0001,2024-01-11 00:30:00,222.05,220.24,218.83,3.6,2.49,1.62,0.244,0.086
MTR0001,2024-01-11 00:45:00,221.12,221.34,224.14,3.65,2.43,1.56,0.223,0.105
MTR0001,2024-01-11 01:00:00,221.8,224.91,220.32,3.72,2.34,1.7,0.251,0.077
MTR0001,2024-01-11 01:15:00,220.88,219.24,222.01,3.78,2.36,1.43,0.225,0.102
MTR0001,2024-01-11 01:30:00,222.28,221.03,222.41,3.89,2.42,1.55,0.203,0.094
MTR0001,2024-01-11 01:45:00,220.1,220.96,220.44,3.78,2.21,1.85,0.22,0.104
MTR0001,2024-01-11 02:00:00,223.67,219.61,224.48,3.79,2.66,1.49,0.206,0.133
MTR0001,2024-01-11 02:15:00,220.65,221.67,223.95,3.57,2.7,1.54,0.193,0.107
MTR0001,2024-01-11 02:30:00,224.56,220.92,224.34,3.64,2.39,1.59,0.23,0.124
MTR0001,2024-01-11 02:45:00,222.08,221.61,223.05,3.82,2.77,1.54,0.226,0.123
MTR0001,2024-01-11 03:00:00,220.06,220.08,218.88,3.52,2.55,1.67,0.212,0.112
MTR0001,2024-01-11 03:15:00,222.72,220.71,224.07,3.85,2.53,1.68,0.254,0.101
MTR0001,2024-01-11 03:30:00,221.3,222.57,221.02,3.47,2.5,1.63,0.238,0.076
MTR0001,2024-01-11 03:45:00,220.11,221.61,219.17,3.7,2.55,1.5,0.226,0.119
MTR0001,2024-01-11 04:00:00,222.21,221.87,220.97,4.0,2.59,1.81,0.238,0.092
MTR0001,2024-01-11 04:15:00,221.2,223.23,221.5,3.57,2.82,1.42,0.241,0.084
